id,field_id,image_from,created_at,last_modified,layer_name,bbox,cloud_coverage
9b8e6623-13e2-4ca8-89e2-82a74d472e82,d78e76ba-995a-493c-bca0-f7bfb42c643b,2021-05-12,2021-05-16 01:32:34.158286,2021-05-16 01:32:34.158286,TRUECOLOR,"[10.03972827795738, 54.085717871761204, 10.049249407798897, 54.085717871761204, 10.049249407798897, 54.08196332312821, 10.03972827795738, 54.08196332312821]",1.0000
0e75c913-0073-4bff-80a0-c24ef7f6b3b5,d78e76ba-995a-493c-bca0-f7bfb42c643b,2021-05-12,2021-05-16 01:32:34.159376,2021-05-16 01:32:34.159376,NDVI,"[10.03972827795738, 54.085717871761204, 10.049249407798897, 54.085717871761204, 10.049249407798897, 54.08196332312821, 10.03972827795738, 54.08196332312821]",1.0000
6b31996a-fffc-47af-b2ce-51763f85726a,d78e76ba-995a-493c-bca0-f7bfb42c643b,2021-05-12,2021-05-16 01:32:34.160715,2021-05-16 01:32:34.160715,NDWI,"[10.03972827795738, 54.085717871761204, 10.049249407798897, 54.085717871761204, 10.049249407798897, 54.08196332312821, 10.03972827795738, 54.08196332312821]",1.0000
897c9de0-6b78-4192-96fb-0b05c3fcff01,5ffa8436-9ce8-42ee-853c-f2ec9225bc40,2021-05-12,2021-05-16 01:32:56.465966,2021-05-16 01:32:56.465966,TRUECOLOR,"[9.11721941605407, 53.292453987527125, 9.125108356314456, 53.292453987527125, 9.125108356314456, 53.28805081075268, 9.11721941605407, 53.28805081075268]",1.0000
5b618353-3568-46e7-aedc-1e9f3e3e6ac3,5ffa8436-9ce8-42ee-853c-f2ec9225bc40,2021-05-12,2021-05-16 01:32:56.466347,2021-05-16 01:32:56.466347,NDWI,"[9.11721941605407, 53.292453987527125, 9.125108356314456, 53.292453987527125, 9.125108356314456, 53.28805081075268, 9.11721941605407, 53.28805081075268]",1.0000
83a3d39b-44e5-48ec-b323-8df04f3a779e,5ffa8436-9ce8-42ee-853c-f2ec9225bc40,2021-05-12,2021-05-16 01:32:56.467130,2021-05-16 01:32:56.467130,NDVI,"[9.11721941605407, 53.292453987527125, 9.125108356314456, 53.292453987527125, 9.125108356314456, 53.28805081075268, 9.11721941605407, 53.28805081075268]",1.0000
eb722783-d8a9-439f-9387-92038aae18e7,84109158-d766-432e-a483-b28631f59140,2021-05-12,2021-05-16 01:32:57.120593,2021-05-16 01:32:57.120593,NDVI,"[9.094825269673095, 53.26610876531353, 9.100604404719263, 53.26610876531353, 9.100604404719263, 53.262249395867144, 9.094825269673095, 53.262249395867144]",1.0000
65924fdc-8eb5-44cd-930f-58780386a898,84109158-d766-432e-a483-b28631f59140,2021-05-12,2021-05-16 01:32:57.122753,2021-05-16 01:32:57.122753,TRUECOLOR,"[9.094825269673095, 53.26610876531353, 9.100604404719263, 53.26610876531353, 9.100604404719263, 53.262249395867144, 9.094825269673095, 53.262249395867144]",1.0000
05a53b9f-5dce-4c79-a1c5-a01911bd6bbd,84109158-d766-432e-a483-b28631f59140,2021-05-12,2021-05-16 01:32:57.123598,2021-05-16 01:32:57.123598,NDWI,"[9.094825269673095, 53.26610876531353, 9.100604404719263, 53.26610876531353, 9.100604404719263, 53.262249395867144, 9.094825269673095, 53.262249395867144]",1.0000
d6264c3e-1954-46a7-baf1-77f9e3cd6924,43b53a4d-828d-4629-ad32-050800ad7015,2021-05-12,2021-05-16 01:32:57.852841,2021-05-16 01:32:57.852841,NDWI,"[9.098595322663925, 53.29258093152879, 9.103508582600284, 53.29258093152879, 9.103508582600284, 53.288695345398935, 9.098595322663925, 53.288695345398935]",1.0000
d77e7ef9-b955-4d9d-a1ad-ac731046ad88,4b0ade29-0256-45a0-98fc-2a9b15972268,2021-06-26,2021-12-12 06:14:41.768657,2021-12-12 06:14:41.768657,NDWI,"[5.47831345, 51.57711543, 5.48049561, 51.57711543, 5.48049561, 51.57383991, 5.47831345, 51.57383991]",1.0000
9eb13e77-d99e-497b-9650-f8db07a69a3b,e58cdcb1-2efa-4c5c-8260-aca781c31c42,2021-05-11,2021-05-16 01:32:32.840547,2021-05-16 01:32:32.840547,TRUECOLOR,"[9.899903576706038, 52.23053770342128, 9.903172840640849, 52.23053770342128, 9.903172840640849, 52.22881072369427, 9.899903576706038, 52.22881072369427]",1.0000
cde508b1-b86b-4578-ac7a-daaaeb0b3b76,e58cdcb1-2efa-4c5c-8260-aca781c31c42,2021-05-11,2021-05-16 01:32:32.841818,2021-05-16 01:32:32.841818,NDWI,"[9.899903576706038, 52.23053770342128, 9.903172840640849, 52.23053770342128, 9.903172840640849, 52.22881072369427, 9.899903576706038, 52.22881072369427]",1.0000
344a5254-9203-4173-8101-8173eecf103e,5ba56559-abc0-43f3-b3bf-440f1ede4ccc,2021-05-11,2021-05-16 01:32:33.568542,2021-05-16 01:32:33.568542,NDWI,"[9.90541336477051, 52.228583562544, 9.908430677944864, 52.228583562544, 9.908430677944864, 52.225432518569846, 9.90541336477051, 52.225432518569846]",1.0000
6e66f4a7-12c3-4d9a-a3ad-cf4aa201bc48,5ba56559-abc0-43f3-b3bf-440f1ede4ccc,2021-05-11,2021-05-16 01:32:33.569997,2021-05-16 01:32:33.569997,NDVI,"[9.90541336477051, 52.228583562544, 9.908430677944864, 52.228583562544, 9.908430677944864, 52.225432518569846, 9.90541336477051, 52.225432518569846]",1.0000
f9d7529c-f535-4501-b377-ed5ccb6d6843,725c01e0-5598-43d1-8943-b8b3a01e8f23,2020-07-11,2020-07-20 18:59:07.279459,2021-03-24 04:52:01.935880,TRUECOLOR,"[9.015063364962828, 52.37454972442541, 9.018480517505566, 52.376568814485466]",0.0100
3a6fe71e-b677-400f-b5e8-b2a618e730fc,3c485769-0d22-4b35-9da1-0f5b739ad647,2019-04-10,2019-06-22 07:59:24.072000,2021-03-24 04:52:01.990010,NDVI,"[9.76157856, 53.23758341, 9.76887694, 53.23855654]",0.7700
458e9eca-c047-43ad-b84d-734dc2dd966b,5a33f873-d725-428a-8501-d9087e4e7218,2020-07-23,2020-07-24 00:25:41.266909,2021-03-24 04:52:02.041452,NDVI,"[8.894196621070023, 49.11182739073274, 8.89845911742998, 49.11332103090459]",0.0000
1fd38d61-a783-4717-beea-f19c59e3113f,3c485769-0d22-4b35-9da1-0f5b739ad647,2019-04-15,2019-06-22 07:59:16.601000,2021-03-24 04:52:02.075460,NDVI,"[9.76157856, 53.23758341, 9.76887694, 53.23855654]",0.0000
e49db8ff-3f19-42c3-b3e5-c19fe446a685,5ba56559-abc0-43f3-b3bf-440f1ede4ccc,2021-05-11,2021-05-16 01:32:33.571444,2021-05-16 01:32:33.571444,TRUECOLOR,"[9.90541336477051, 52.228583562544, 9.908430677944864, 52.228583562544, 9.908430677944864, 52.225432518569846, 9.90541336477051, 52.225432518569846]",1.0000
272e5a2a-9ead-4443-befa-04776edb4b65,53c48837-c8e7-4403-84c7-8d53b21d6b2a,2020-07-11,2020-07-20 18:58:22.281453,2021-03-24 04:52:02.111316,TRUECOLOR,"[8.891309440700127, 52.14037946894271, 8.896346053521114, 52.14299980334519]",0.1300
00d32639-45f3-4f2b-b433-5fd3badec943,32468461-e474-4e18-95b4-2f0278e80b9d,2021-05-11,2021-05-16 01:32:34.495834,2021-05-16 01:32:34.495834,NDVI,"[9.897762080621987, 52.21826660554663, 9.90201270442654, 52.21826660554663, 9.90201270442654, 52.21580378484518, 9.897762080621987, 52.21580378484518]",1.0000
32b71c15-97d6-428e-8918-e05520df0978,32468461-e474-4e18-95b4-2f0278e80b9d,2021-05-11,2021-05-16 01:32:34.497207,2021-05-16 01:32:34.497207,NDWI,"[9.897762080621987, 52.21826660554663, 9.90201270442654, 52.21826660554663, 9.90201270442654, 52.21580378484518, 9.897762080621987, 52.21580378484518]",1.0000
07ec4fe6-ba2f-4629-a857-d68ab379a49a,10a4a8aa-7c1c-4f70-976f-ed708787aae1,2020-05-16,2020-05-21 00:19:22.692068,2021-03-24 04:52:02.216798,NDVI,"[11.535952493235953, 48.73207482265812, 11.539360306776388, 48.73356690362198]",1.0000
3b9fd54d-ea51-42dc-8090-23c6a8fa8a00,977f8ef2-71c2-460c-9aac-477b375c9b29,2020-06-25,2020-07-13 05:13:13.997837,2021-03-24 04:52:02.263980,NDVI,"[10.32159967517066, 52.28393925974285, 10.328310477775972, 52.286926923667494]",0.0000
95338d92-c928-4477-8a6c-639c80ec2126,0bf2cb7e-10fa-4fda-9d19-5c2facca64a1,2019-12-01,2020-06-08 05:59:29.903525,2021-03-24 04:52:02.298770,NDWI,"[11.451217587874355, 52.73568543876445, 11.458274043218116, 52.73964845453211]",0.9997
427354de-f7fa-43a6-8fa0-d97629942877,32468461-e474-4e18-95b4-2f0278e80b9d,2021-05-11,2021-05-16 01:32:34.498448,2021-05-16 01:32:34.498448,TRUECOLOR,"[9.897762080621987, 52.21826660554663, 9.90201270442654, 52.21826660554663, 9.90201270442654, 52.21580378484518, 9.897762080621987, 52.21580378484518]",1.0000
4df302de-00ae-4e4b-98ab-5303f3f98a02,a7b98380-1222-4d4e-a84c-d78bd89469b1,2021-05-11,2021-05-16 01:32:35.701409,2021-05-16 01:32:35.701409,NDWI,"[9.927836272852886, 52.212364559847856, 9.929948315154462, 52.212364559847856, 9.929948315154462, 52.208234180227635, 9.927836272852886, 52.208234180227635]",1.0000
71dbf330-cf80-4a7f-ae7b-7803c0ad49fa,a7b98380-1222-4d4e-a84c-d78bd89469b1,2021-05-11,2021-05-16 01:32:35.702657,2021-05-16 01:32:35.702657,TRUECOLOR,"[9.927836272852886, 52.212364559847856, 9.929948315154462, 52.212364559847856, 9.929948315154462, 52.208234180227635, 9.927836272852886, 52.208234180227635]",1.0000
218f3a63-d63c-4448-a791-c00c386dbc50,a7b98380-1222-4d4e-a84c-d78bd89469b1,2021-05-11,2021-05-16 01:32:35.703941,2021-05-16 01:32:35.703941,NDVI,"[9.927836272852886, 52.212364559847856, 9.929948315154462, 52.212364559847856, 9.929948315154462, 52.208234180227635, 9.927836272852886, 52.208234180227635]",1.0000
3237ff76-2ff8-44f0-83e1-299c011f2174,f3cbcd78-298d-4733-923a-e29e6448738f,2021-05-11,2021-05-16 01:32:36.913608,2021-05-16 01:32:36.913608,NDVI,"[9.887605538830059, 52.226931286933734, 9.890335012685796, 52.226931286933734, 9.890335012685796, 52.22428852786959, 9.887605538830059, 52.22428852786959]",1.0000
e2a09f14-7ac1-47a2-9542-db62f5f59640,f3cbcd78-298d-4733-923a-e29e6448738f,2021-05-11,2021-05-16 01:32:36.914903,2021-05-16 01:32:36.914903,NDWI,"[9.887605538830059, 52.226931286933734, 9.890335012685796, 52.226931286933734, 9.890335012685796, 52.22428852786959, 9.887605538830059, 52.22428852786959]",1.0000
13a58bcb-36dc-458d-a616-38a2d8aea817,f3cbcd78-298d-4733-923a-e29e6448738f,2021-05-11,2021-05-16 01:32:36.916078,2021-05-16 01:32:36.916078,TRUECOLOR,"[9.887605538830059, 52.226931286933734, 9.890335012685796, 52.226931286933734, 9.890335012685796, 52.22428852786959, 9.887605538830059, 52.22428852786959]",1.0000
255f83c9-3e90-4169-b5ce-cabfeeb17176,089ce6f1-7383-4049-b157-43a957cce13f,2021-05-11,2021-05-16 01:32:37.695523,2021-05-16 01:32:37.695523,NDWI,"[9.889189123430356, 52.22743784406143, 9.892620967691528, 52.22743784406143, 9.892620967691528, 52.22374163843821, 9.889189123430356, 52.22374163843821]",1.0000
a99d4725-f456-43af-9601-140166871d02,089ce6f1-7383-4049-b157-43a957cce13f,2021-05-11,2021-05-16 01:32:37.696415,2021-05-16 01:32:37.696415,NDVI,"[9.889189123430356, 52.22743784406143, 9.892620967691528, 52.22743784406143, 9.892620967691528, 52.22374163843821, 9.889189123430356, 52.22374163843821]",1.0000
d64229a2-49cc-4bc0-912f-b1f082613176,089ce6f1-7383-4049-b157-43a957cce13f,2021-05-11,2021-05-16 01:32:37.697770,2021-05-16 01:32:37.697770,TRUECOLOR,"[9.889189123430356, 52.22743784406143, 9.892620967691528, 52.22743784406143, 9.892620967691528, 52.22374163843821, 9.889189123430356, 52.22374163843821]",1.0000
f5926213-055e-4c48-bff3-250697a7c8cc,d825c8a3-1c06-4947-8154-cd4670b99476,2021-05-11,2021-05-16 01:32:38.524583,2021-05-16 01:32:38.524583,NDVI,"[9.866679171424636, 52.2207812902289, 9.87143525701768, 52.2207812902289, 9.87143525701768, 52.217748606164434, 9.866679171424636, 52.217748606164434]",1.0000
e044df16-90f9-4201-abc4-d11b31df912a,d825c8a3-1c06-4947-8154-cd4670b99476,2021-05-11,2021-05-16 01:32:38.526159,2021-05-16 01:32:38.526159,NDWI,"[9.866679171424636, 52.2207812902289, 9.87143525701768, 52.2207812902289, 9.87143525701768, 52.217748606164434, 9.866679171424636, 52.217748606164434]",1.0000
c64bd82f-a526-404c-a3d9-e6a446ecd492,d825c8a3-1c06-4947-8154-cd4670b99476,2021-05-11,2021-05-16 01:32:38.527384,2021-05-16 01:32:38.527384,TRUECOLOR,"[9.866679171424636, 52.2207812902289, 9.87143525701768, 52.2207812902289, 9.87143525701768, 52.217748606164434, 9.866679171424636, 52.217748606164434]",1.0000
ab90c94a-415b-4490-8b87-d30904859914,013dfe96-07ce-4113-b557-3ebab4e2b7bb,2021-05-11,2021-05-16 01:32:39.455101,2021-05-16 01:32:39.455101,TRUECOLOR,"[9.867097260917006, 52.221997483331904, 9.869122340554526, 52.221997483331904, 9.869122340554526, 52.220670052412004, 9.867097260917006, 52.220670052412004]",1.0000
80f5df15-3f3d-4c0e-ab0d-3aac3286f65a,013dfe96-07ce-4113-b557-3ebab4e2b7bb,2021-05-11,2021-05-16 01:32:39.456559,2021-05-16 01:32:39.456559,NDWI,"[9.867097260917006, 52.221997483331904, 9.869122340554526, 52.221997483331904, 9.869122340554526, 52.220670052412004, 9.867097260917006, 52.220670052412004]",1.0000
644a4486-95d3-416a-86c6-3df63cd0bd08,dd975268-b531-495e-81dc-32a1bb27af87,2021-05-11,2021-05-16 01:32:35.926960,2021-05-16 01:32:35.926960,NDVI,"[10.063509597448842, 52.092434998843714, 10.066509192338088, 52.092434998843714, 10.066509192338088, 52.09005426456801, 10.063509597448842, 52.09005426456801]",1.0000
1ff4a277-c8a8-4097-b429-d76f526bee89,de9382bb-4c80-4806-a252-87e870bda106,2020-05-01,2020-06-11 18:48:27.423998,2021-03-24 04:52:02.500587,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
f0229888-f4b9-492b-9a10-3a97af38e750,dd975268-b531-495e-81dc-32a1bb27af87,2021-05-11,2021-05-16 01:32:35.928061,2021-05-16 01:32:35.928061,TRUECOLOR,"[10.063509597448842, 52.092434998843714, 10.066509192338088, 52.092434998843714, 10.066509192338088, 52.09005426456801, 10.063509597448842, 52.09005426456801]",1.0000
17d2d9fd-6cbf-4a08-88fe-65cc593bc417,de9382bb-4c80-4806-a252-87e870bda106,2020-05-14,2020-06-11 18:48:11.253012,2021-03-24 04:52:02.759538,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
50de6c93-0eb5-4df6-9601-75bacf9593f8,dd975268-b531-495e-81dc-32a1bb27af87,2021-05-11,2021-05-16 01:32:35.929002,2021-05-16 01:32:35.929002,NDWI,"[10.063509597448842, 52.092434998843714, 10.066509192338088, 52.092434998843714, 10.066509192338088, 52.09005426456801, 10.063509597448842, 52.09005426456801]",1.0000
81500ec2-c465-4040-9fea-0751947b24d8,de9382bb-4c80-4806-a252-87e870bda106,2020-05-29,2020-06-11 18:48:22.051981,2021-03-24 04:52:03.033901,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
0025964e-c2b8-47c9-b003-084d51ccf5cf,7a77c33c-850c-499a-ad8e-ccb341ee2954,2021-05-11,2021-05-16 01:32:36.765487,2021-05-16 01:32:36.765487,NDWI,"[10.084752367515478, 52.096568381246726, 10.089348935927546, 52.096568381246726, 10.089348935927546, 52.093566112444336, 10.084752367515478, 52.093566112444336]",1.0000
d71a2ec8-7de8-4de6-8d8e-4498de25c442,7a77c33c-850c-499a-ad8e-ccb341ee2954,2021-05-11,2021-05-16 01:32:36.766565,2021-05-16 01:32:36.766565,NDVI,"[10.084752367515478, 52.096568381246726, 10.089348935927546, 52.096568381246726, 10.089348935927546, 52.093566112444336, 10.084752367515478, 52.093566112444336]",1.0000
735b6e12-9fd2-41b1-ba64-7c9a8c834380,7a77c33c-850c-499a-ad8e-ccb341ee2954,2021-05-11,2021-05-16 01:32:36.767491,2021-05-16 01:32:36.767491,TRUECOLOR,"[10.084752367515478, 52.096568381246726, 10.089348935927546, 52.096568381246726, 10.089348935927546, 52.093566112444336, 10.084752367515478, 52.093566112444336]",1.0000
529eb4e4-49f7-45f4-a57e-62c3f68d17fa,2ec90c9d-2914-47dc-a5f9-c10fa0b7ea13,2020-10-09,2020-10-12 02:39:37.109865,2021-03-24 04:52:02.370784,TRUECOLOR,"[6.85427283664734, 52.942935317433694, 6.858541635623567, 52.942935317433694, 6.858541635623567, 52.93834613564189, 6.85427283664734, 52.93834613564189]",0.7603
0ff22839-c2c2-4729-a0cc-4cc7d1a9f4e5,9cc67f87-a667-487c-87ac-f1e15a136a2c,2019-12-01,2020-06-08 12:55:17.372570,2021-03-24 04:52:02.405213,NDWI,"[11.209502156095475, 52.3443670288264, 11.214989301903946, 52.34836058532948]",0.9997
60a22dad-b7ac-4d20-8e13-79f9bc7d95e3,de9382bb-4c80-4806-a252-87e870bda106,2020-04-26,2020-06-11 18:49:01.132044,2021-03-24 04:52:02.461928,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
71c31b8a-163a-4588-af4e-079f7ef0a08c,de9382bb-4c80-4806-a252-87e870bda106,2020-05-04,2020-06-11 18:48:51.343090,2021-03-24 04:52:02.540890,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
a4ee277f-0110-439b-9296-a7693032f7ad,84ef5cda-ce6e-46af-a32f-5828515c6283,2021-05-11,2021-05-16 01:32:38.117890,2021-05-16 01:32:38.117890,NDVI,"[10.075470613886893, 52.09211703264941, 10.083274124419745, 52.09211703264941, 10.083274124419745, 52.09009796835406, 10.075470613886893, 52.09009796835406]",1.0000
7cec512c-f26d-465d-b953-28bc82dbe8a0,de9382bb-4c80-4806-a252-87e870bda106,2020-05-06,2020-06-11 18:49:03.316407,2021-03-24 04:52:02.607541,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
c17ad454-ee85-4bb3-9ff7-2b51bd880532,de9382bb-4c80-4806-a252-87e870bda106,2020-05-09,2020-06-11 18:48:54.605801,2021-03-24 04:52:02.649125,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
f0a36992-e919-4524-8bc4-8267212d688d,de9382bb-4c80-4806-a252-87e870bda106,2020-05-11,2020-06-11 18:48:03.676642,2021-03-24 04:52:02.693364,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
714cf213-82ea-49ea-b123-75be8c6bb720,3c1f1ecc-1167-4341-9f40-31ebf62b860a,2019-12-06,2020-05-31 12:42:51.757864,2021-03-24 04:52:02.729241,NDVI,"[8.640701037576207, 52.082876689499926, 8.6431835052135, 52.08570742745613]",0.9900
43188bc2-c387-414d-bc49-e20358493aa5,de9382bb-4c80-4806-a252-87e870bda106,2020-05-16,2020-06-11 18:47:46.369353,2021-03-24 04:52:02.801839,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
533e9565-dcaf-4c9b-a2bc-2391198c04a6,de9382bb-4c80-4806-a252-87e870bda106,2020-05-19,2020-06-11 18:48:30.662116,2021-03-24 04:52:02.843339,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
012245d7-7959-43b8-bfc7-2f56a0d75b62,5a504e76-bcec-4255-bcd2-d74e02505e11,2020-05-29,2020-06-08 10:29:42.695349,2021-03-24 04:52:02.890003,TRUECOLOR,"[10.318132288373533, 52.23678860320615, 10.323598148628236, 52.2386347922039]",0.0000
e913c7f4-c491-478a-a349-37ea4ffe3782,de9382bb-4c80-4806-a252-87e870bda106,2020-05-21,2020-06-11 18:47:49.646773,2021-03-24 04:52:02.922789,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
4941df79-ca69-4c8f-888c-e6a6e527d048,de9382bb-4c80-4806-a252-87e870bda106,2020-05-24,2020-06-11 18:49:18.262060,2021-03-24 04:52:02.957022,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
cf6dce2d-e341-4473-a870-7bfa13e70642,de9382bb-4c80-4806-a252-87e870bda106,2020-05-26,2020-06-11 18:48:58.966925,2021-03-24 04:52:02.995771,NDWI,"[34.70550667146509, 51.13526160762747, 34.75484860258241, 51.144655062791465]",1.0000
